"Answer ID","Date Updated","Category","Product","Question","Keywords","Summary","Answer"
"110","03/28/2012 09:46 AM","Rücksendungen","Möbel","Rücksendungsbedingungen für Sperrgutartikel","Möbel","Rücksendungsbedingungen für Sperrgutartikel","<p><strong>Was ist ein Sperrgutartikel?</strong></p>
<ul>
<li>Ein Sperrgutartikel ist ein großes Produkt, das mit einem Versandunternehmen versandt wird.</li>
<li>Alle Sperrgutartikel müssen mindestens eines der folgenden Kriterien erfüllen:</li>
<li style=""LIST-STYLE-TYPE: none; DISPLAY: inline"">
<ul>
<li>Gewicht des verpackten Produkts: mindestens 68,5 kg</li>
<li>Länge: mindestens 2,74 m</li>
<li>Umfang: mindestens 4,19 m</li>
<li>Alle auf einer Holzpalette versandten Artikel werden unabhängig vom Gewicht (im Allgemeinen etwa 45 bis 70 kg) als Sperrgutartikel eingestuft.</li>
</ul>
</li>
</ul>
<p><strong>Rücksendungsbedingungen</strong></p>
<ul>
<li>Alle Sperrgutartikel-Rücksendungen werden bei Eingang in unserem Lager geprüft.</li>
<li>Wenn sich der Rücksendeartikel nicht in neuem und ungeöffnetem Originalzustand befindet, wird möglicherweise nur ein Teil des Kaufpreises erstattet. Der Betrag der Teilerstattung ist vom Zustand des Artikels abhängig, dessen Bestimmung in unserem alleinigen Ermessen liegt.</li>
<li>Wir behalten uns das Recht vor, die ursprünglichen Versandkosten und die Rücksendegebühren (im Allgemeinen zwischen 100 und 695 USD, je nach Größe und Gewicht möglicherweise auch darüber) vom Erstattungsbetrag abzuziehen, wenn sich der Artikel bei Eingang in unserem Lager nicht im Originalzustand befindet.</li>
</ul>
<p>Darüber hinaus sind Sie zur Zahlung der ursprünglichen Versandkosten sowie der Rücksendegebühren verpflichtet, wenn wir eine Rücksendung eines Sperrgutartikels aus einem der folgenden Gründe erhalten:</p>
<ul>
<li>Sie verweigern die Annahme einer Lieferung ohne Prüfung des Artikels.</li>
<li>Sie sind zu einem vereinbarten Zustelltermin nicht anwesend.</li>
<li>Sie senden ein intaktes oder unbeschädigtes Produkt zurück.</li>
</ul>
<p>Wenden Sie sich bitte umgehend an den Kundenservice, um eine Rücksendung zu vereinbaren.</p>
<p><sup>*Durch die Bestellung eines Sperrgutartikels berechtigen Sie uns, Ihre Kreditkarte mit den zusätzlichen Gebühren zu belasten, die gemäß der hier angegebenen Gebührentabelle anfallen. Die ursprünglichen Versandkosten und die Rücksendegebühren werden möglicherweise von der Erstattung abgezogen, oder Ihre Kreditkarte wird anderweitig mit diesen Gebühren belastet, nachdem der Rücksendeartikel in unserem Lager eingegangen ist.</sup></p>

"
"117","03/22/2012 01:21 PM","Ihren Account verwenden","Möbel","Wie melde ich mich bei meinem Account an oder von meinem Account ab?","Kein Wert","Wie melde ich mich bei meinem Account an oder von meinem Account ab?","<b>Anmelden:</b> Klicken Sie in der oberen rechten Ecke der Seite auf den Link&#160;""Anmelden"".
<p>Wenn Sie bereits registriert sind, geben Sie unter ""Registrierter Kunde"" Ihre E-Mail-Adresse und Ihr Kennwort ein.</p>
<p>Klicken Sie auf <span style=""FONT-WEIGHT: bold"">Anmelden</span>, um sich bei Ihrem Account anzumelden.</p>
<p>Wenn Sie noch nicht registriert sind, geben Sie in das Feld ""E-Mail"" Ihre E-Mail-Adresse ein, und klicken Sie auf ""Meinen Account erstellen"".</p>
<p>Klicken Sie auf <span style=""FONT-WEIGHT: bold"">Anmelden</span>, um sich bei Ihrem Account anzumelden, nachdem dieser erstellt wurde.</p>
<p><b>Abmelden:</b> Sie haben zwei Möglichkeiten, um sich von Ihrem Account abzumelden.</p>
<p>Wenn Sie als registrierter Kunde angemeldet sind, klicken Sie in der oberen rechten Ecke der Homepage auf den Link ""Nicht Sie?"" oder auf den Link ""Abmelden"", um zur Anmeldeseite zurückzukehren.</p>
<p>Schließen Sie das Webbrowserfenster mit der ATG Store-Webseite, um sich automatisch abzumelden.</p>
<p>Wenn Sie Ihr Kennwort vergessen haben, klicken Sie auf den Link&#160;""Kennwort vergessen"", um Ihr Kennwort abzurufen.</p>

"
"124","03/22/2012 01:37 PM","Firmeninformationen","Möbel","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"123","03/22/2012 01:34 PM","Firmeninformationen","Möbel","Info zu ATG Store","Kein Wert","Info zu ATG Store","<p>ATG Store mit dem zugehörigen Home Store ist ein Onlinehandel mit einem breiten Angebot an qualitativ hochwertigen Markenartikeln zu Discountpreisen. Das Angebot umfasst unter anderem Möbel, Dekorationsartikel, Uhren, Schmuck, Bekleidung, Schuhe und Accessoires. Wir bieten Kunden eine bequeme Möglichkeit zur Schnäppchensuche, während Hersteller, Distributoren und andere Händler einen alternativen Vertriebskanal erhalten.</p>

"
"126","03/22/2012 01:40 PM","Firmeninformationen","Schuhe","Jobs und Karriere","Kein Wert","Jobs und Karriere","Rufen Sie die Seite&#160;""Jobs"" auf, um zu erfahren, welche Stellen bei ATG&#160;Store offen sind und wie Sie sich bewerben können.
"
"126","03/22/2012 01:40 PM","Firmeninformationen","Einrichtungsgegenstände/Accessoires","Jobs und Karriere","Kein Wert","Jobs und Karriere","Rufen Sie die Seite&#160;""Jobs"" auf, um zu erfahren, welche Stellen bei ATG&#160;Store offen sind und wie Sie sich bewerben können.
"
"126","03/22/2012 01:40 PM","Firmeninformationen","Bekleidung","Jobs und Karriere","Kein Wert","Jobs und Karriere","Rufen Sie die Seite&#160;""Jobs"" auf, um zu erfahren, welche Stellen bei ATG&#160;Store offen sind und wie Sie sich bewerben können.
"
"124","03/22/2012 01:37 PM","Ihren Account verwenden","Bekleidung","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"124","03/22/2012 01:37 PM","Ihren Account verwenden","Einrichtungsgegenstände/Accessoires","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"124","03/22/2012 01:37 PM","Ihren Account verwenden","Möbel","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"124","03/22/2012 01:37 PM","Ihren Account verwenden","Schuhe","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"124","03/22/2012 01:37 PM","Firmeninformationen","Bekleidung","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"124","03/22/2012 01:37 PM","Firmeninformationen","Schuhe","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"138","03/22/2012 02:11 PM","Versand","Schuhe","Ich habe meine Bestellung nicht erhalten","Kein Wert","Ich habe meine Bestellung nicht erhalten","<p>Die meisten Bestellungen werden innerhalb einer geschätzten Lieferzeit von 5-10 Werktagen zugestellt.</p>
<p>Für über die Shopwebsite versandte Artikel stehen jedoch keine Verfolgungsinformationen zur Verfügung.</p>
<p>Beachten Sie hinsichtlich des erwarteten Zustelltermins auch, dass die Zustellung bei internationalen Bestellungen länger dauert.</p>
<p>Ihre Möglichkeiten: Prüfen Sie, ob die E-Mail mit Ihrer Versandbestätigung Verfolgungsinformationen enthält, oder melden Sie sich bei ""Mein Account"" an, und klicken Sie auf ""Bestellstatus"". Suchen Sie hier nach Verfolgungsinformationen für Ihre Bestellung.</p>
<p>Fragen Sie bei Familienmitgliedern, Nachbarn, Kollegen, einem Hausverwalter oder anderen Personen nach, die möglicherweise Ihre Lieferung angenommen haben, wenn Sie bei einem Zustellversuch nicht anwesend waren. Möglicherweise hat der Zusteller die Lieferung während Ihrer Abwesenheit in der Nähe Ihrer Haus- oder Wohnungstür an einem nicht unmittelbar einsehbaren Ort abgelegt.</p>
<p>Sehen Sie auch an anderen nicht&#160;einsehbaren Orten wie Hintertüren, Garagen oder hinter Büschen nach.</p>
<p>Wenn Sie Ihre überfällige Lieferung auch nach Befolgen der oben&#160;beschriebenen Hinweise nicht finden können, wenden Sie sich an den Kundenservice.</p>

"
"126","03/22/2012 01:40 PM","Firmeninformationen","Möbel","Jobs und Karriere","Kein Wert","Jobs und Karriere","Rufen Sie die Seite&#160;""Jobs"" auf, um zu erfahren, welche Stellen bei ATG&#160;Store offen sind und wie Sie sich bewerben können.
"
"132","08/06/2012 03:27 PM","Bestellungen","Einrichtungsgegenstände/Accessoires","Kann ich meine Bestellung ändern?","Einrichtungsgegenstände","Kann ich meine Bestellung ändern?","<ul>
<li>Nach der Übermittlung können Sie Ihre Bestellung nicht mehr ändern.</li>
<li>Sie können die Bestellung jedoch stornieren und eine neue Bestellung übermitteln.</li>
<li>Von der Übermittlung bis zum Eingang der Bestellung in unserem Lager dauert es eine kurze Zeit. In diesem Zeitraum können Sie Ihre Bestellung stornieren.</li>
<li>Wenn Sie Ihre Bestellung stornieren, wenden Sie sich je nach ausgewählter Zahlungsart an Ihren entsprechenden Anbieter, um den Zeitrahmen für die Buchung der Erstattung zu erfahren.</li>
</ul>
<p>Weitere Informationen finden Sie im Abschnitt zur Stornierung von Bestellungen.</p>

"
"156","08/06/2012 03:14 PM","Rücksendungen","Persönliche Accessoires","Rücksendungsbedingungen für persönliche Accessoires","Persönliche Accessoires","Rücksendungsbedingungen für persönliche Accessoires (Geldbörsen, Schals, Schmuck usw.)","<p>Beachten Sie, dass zwar Rücksendungen persönlicher Artikel in bestimmten Größen (Bekleidung usw.) problemlos möglich sind, für Artikel in variablen Größen oder in festen Standardgrößen jedoch Einschränkungen gelten.</p>
<p>Zum derzeitigen Zeitpunkt betrifft dies folgende Artikel:</p>
<ul>
<li>Uhren</li>
<li>Schmuck</li>
<li>Schals</li>
<li>Handtaschen</li>
<li>Aktentaschen</li>
<li>Geldbörsen</li>
</ul>
<p>Die Einschränkungen hinsichtlich der Rücksendung dieser Artikel bestehen darin, dass eine Rücksendung dieser Artikel (gegen eine vollständige Erstattung des Kaufpreises abzüglich 20 % Wiedereinlagerungsgebühr) nur akzeptiert wird, wenn der Artikel original verpackt und/oder mit unversehrten Produktetiketten zurückgesendet wird.</p>

"
"122","08/06/2012 03:00 PM","Bestellungen","Bekleidung","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Bestellungen","Schuhe","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Bestellungen","Möbel","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
